			1.19999997e-008	   -0.065625
			1.39999996e-008	  -0.1289062
			1.59999995e-008	  -0.1328125
			1.79999995e-008	 -0.09453125
			1.99999994e-008	   -0.065625
			2.19999994e-008	  -0.1257812
			2.39999993e-008	  -0.1328125
			2.59999993e-008	 -0.09453125
			2.79999992e-008	  -0.0546875
			2.99999992e-008	 -0.09609375
			3.19999991e-008	  -0.1359375
			3.3999999e-008	     -0.1125
			3.5999999e-008	  -0.0515625
			3.79999989e-008	   -0.059375
			3.99999989e-008	  -0.0953125
			4.19999988e-008	  -0.1054687
			4.39999988e-008	  -0.0515625
			4.59999987e-008	 -0.03828125
			4.79999986e-008	 -0.08828125
			4.99999986e-008	  -0.1039062
			5.19999985e-008	 -0.07578125
			5.39999985e-008	 -0.05859375
			5.59999984e-008	       -0.05
			5.79999984e-008	  -0.1015625
			5.99999983e-008	  -0.1148437
			6.19999982e-008	 -0.09765625
			6.39999982e-008	  -0.0734375
			6.59999981e-008	  -0.0703125
			6.79999981e-008	  -0.1007812
			6.9999998e-008	 -0.09140625
			7.1999998e-008	  -0.0859375
			7.39999979e-008	  -0.0765625
			7.59999979e-008	 -0.07578125
			7.79999978e-008	   -0.090625
			7.99999977e-008	   -0.071875
			8.19999977e-008	 -0.08671875
			8.39999976e-008	  -0.0609375
			8.59999976e-008	 -0.05546875
			8.79999975e-008	 -0.08515625
			8.99999975e-008	  -0.0859375
			9.19999974e-008	  -0.1070312
			9.39999973e-008	   -0.109375
			9.59999973e-008	    -0.09375
			9.79999972e-008	 -0.06640625
			9.99999972e-008	    -0.08125
			1.01999997e-007	  -0.1507812
			1.03999997e-007	   -0.165625
			1.05999997e-007	  -0.1242187
			1.07999997e-007	   -0.090625
			1.09999997e-007	  -0.1414062
			1.11999997e-007	  -0.2007812
			1.13999997e-007	    -0.20625
			1.15999997e-007	  -0.1796875
			1.17999997e-007	  -0.2242187
			1.19999997e-007	  -0.2890625
			1.21999997e-007	  -0.3234375
			1.23999996e-007	   -0.271875
			1.25999996e-007	  -0.3195312
			1.27999996e-007	  -0.4351562
			1.29999996e-007	  -0.5351562
			1.31999996e-007	  -0.5226562
			1.33999996e-007	  -0.5078125
			1.35999996e-007	     -0.5625
			1.37999996e-007	  -0.6921875
			1.39999996e-007	      -0.775
			1.41999996e-007	  -0.8445312
			1.43999996e-007	  -0.8203125
			1.45999996e-007	  -0.8382812
			1.47999996e-007	   -0.959375
			1.49999996e-007	   -1.075781
			1.51999996e-007	   -1.119531
			1.53999996e-007	    -1.13125
			1.55999996e-007	   -1.233594
			1.57999996e-007	   -1.329687
			1.59999995e-007	   -1.369531
			1.61999995e-007	   -1.370312
			1.63999995e-007	   -1.494531
			1.65999995e-007	   -1.657031
			1.67999995e-007	   -1.757812
			1.69999995e-007	   -1.749219
			1.71999995e-007	   -1.742969
			1.73999995e-007	   -1.854687
			1.75999995e-007	   -2.035156
			1.77999995e-007	   -2.120312
			1.79999995e-007	   -2.121875
			1.81999995e-007	   -2.126562
			1.83999995e-007	   -2.257812
			1.85999995e-007	   -2.361719
			1.87999995e-007	   -2.446094
			1.89999995e-007	   -2.469531
			1.91999995e-007	   -2.510937
			1.93999995e-007	   -2.594531
			1.95999994e-007	    -2.68125
			1.97999994e-007	   -2.742187
			1.99999994e-007	    -2.78125
			2.01999994e-007	   -2.829687
			2.03999994e-007	   -2.911719
			2.05999994e-007	   -3.005469
			2.07999994e-007	   -3.044531
			2.09999994e-007	   -3.085156
			2.11999994e-007	   -3.135937
			2.13999994e-007	   -3.185937
			2.15999994e-007	    -3.24375
			2.17999994e-007	   -3.320312
			2.19999994e-007	    -3.38125
			2.21999994e-007	   -3.422656
			2.23999994e-007	   -3.464844
			2.25999994e-007	   -3.485156
			2.27999994e-007	   -3.561719
			2.29999993e-007	   -3.616406
			2.31999993e-007	   -3.669531
			2.33999993e-007	   -3.739844
			2.35999993e-007	   -3.823437
			2.37999993e-007	   -3.878125
			2.39999993e-007	   -3.917969
			2.41999993e-007	   -3.946875
			2.43999993e-007	   -4.035156
			2.45999993e-007	   -4.110937
			2.47999993e-007	   -4.160937
			2.49999993e-007	   -4.176562
			2.51999993e-007	     -4.2625
			2.53999993e-007	   -4.365625
			2.55999993e-007	   -4.414844
			2.57999993e-007	    -4.43125
			2.59999993e-007	    -4.46875
			2.61999993e-007	    -4.59375
			2.63999993e-007	    -4.66875
			2.65999992e-007	   -4.721875
			2.67999992e-007	       -4.75
			2.69999992e-007	    -4.83125
			2.71999992e-007	   -4.899219
			2.73999992e-007	   -4.980469
			2.75999992e-007	   -5.016406
			2.77999992e-007	    -5.08125
			2.79999992e-007	   -5.132812
			2.81999992e-007	   -5.221094
			2.83999992e-007	   -5.292969
			2.85999992e-007	       -5.35
			2.87999992e-007	     -5.4125
			2.89999992e-007	   -5.473437
			2.91999992e-007	   -5.553906
			2.93999992e-007	   -5.600781
			2.95999992e-007	   -5.685156
			2.97999992e-007	   -5.736719
			2.99999992e-007	   -5.799219
			3.01999991e-007	   -5.876562
			3.03999991e-007	   -5.938281
			3.05999991e-007	   -6.000781
			3.07999991e-007	    -6.05625
			3.09999991e-007	   -6.107812
			3.11999991e-007	   -6.166406
			3.13999991e-007	   -6.254687
			3.15999991e-007	     -6.3125
			3.17999991e-007	   -6.360937
			3.19999991e-007	   -6.442187
			3.21999991e-007	   -6.492969
			3.23999991e-007	   -6.557812
			3.25999991e-007	   -6.617187
			3.27999991e-007	    -6.66875
			3.29999991e-007	   -6.745312
			3.31999991e-007	   -6.810937
			3.33999991e-007	      -6.875
			3.3599999e-007	   -6.940625
			3.3799999e-007	   -6.990625
			3.3999999e-007	   -7.073437
			3.4199999e-007	   -7.135156
			3.4399999e-007	    -7.19375
			3.4599999e-007	   -7.264844
			3.4799999e-007	   -7.334375
			3.4999999e-007	   -7.395312
			3.5199999e-007	   -7.469531
			3.5399999e-007	   -7.535937
			3.5599999e-007	   -7.585156
			3.5799999e-007	   -7.664844
			3.5999999e-007	   -7.740625
			3.6199999e-007	   -7.810156
			3.6399999e-007	   -7.885156
			3.6599999e-007	    -7.94375
			3.6799999e-007	    -8.03125
			3.6999999e-007	   -8.084375
			3.71999989e-007	   -8.146875
			3.73999989e-007	   -8.219531
			3.75999989e-007	   -8.286719
			3.77999989e-007	   -8.352344
			3.79999989e-007	   -8.419531
			3.81999989e-007	   -8.482812
			3.83999989e-007	   -8.553906
			3.85999989e-007	    -8.61875
			3.87999989e-007	    -8.68125
			3.89999989e-007	   -8.767969
			3.91999989e-007	   -8.832812
			3.93999989e-007	   -8.899219
			3.95999989e-007	   -8.976562
			3.97999989e-007	   -9.036719
			3.99999989e-007	   -9.089844
			4.01999989e-007	   -9.171875
			4.03999989e-007	    -9.23125
			4.05999989e-007	   -9.313281
			4.07999988e-007	   -9.367969
